Wavelength,Absorption
400,1.9738777322304477
401,1.9406054266838417
402,1.9078939696124533
403,1.8757339071775117
404,1.8441159448971345
405,1.8130309449601567
406,1.7824699235852406
407,1.752424048424499
408,1.7228846360108874
409,1.6938431492486188
410,1.6652911949458864
411,1.6372205213891704
412,1.6096230159584368
413,1.5824907027825335
414,1.5558157404341078
415,1.5295904196633787
416,1.5038071611701118
417,1.4784585134131472
418,1.4535371504568524
419,1.429035869853877
420,1.4049475905635938
421,1.38126535090563
422,1.3579823065478926
423,1.3350917285285084
424,1.3125870013111083
425,1.2904616208728898
426,1.2687091928249108
427,1.247323430564065
428,1.2262981534562105
429,1.2056272850499248
430,1.1853048513203654
431,1.165324978942738
432,1.1456818935948618
433,1.1263699182883529
434,1.1073834717279334
435,1.0887170666983987
436,1.0703653084787743
437,1.0523228932832038
438,1.034584606728118
439,1.0171453223252407
440,1.0
441,0.9831436846349096
442,0.9665715046375066
443,0.950278670532427
444,0.9342604735772135
445,0.9185122844014574
446,0.9030295516688768
447,0.8878078007619501
448,0.8728426324887193
449,0.8581297218113938
450,0.8436648165963837
451,0.8294437363854039
452,0.8154623711872927
453,0.8017166802901953
454,0.7882026910937704
455,0.774916497961081
456,0.7618542610898376
457,0.7490122054026693
458,0.7363866194561001
459,0.7239738543679153
460,0.7117703227626097
461,0.699772497734611
462,0.6879769118289795
463,0.6763801560392891
464,0.6649788788224019
465,0.6537697851298473
466,0.6427496354555312
467,0.6319152448994959
468,0.6212634822474616
469,0.6107912690658842
470,0.6004955788122659
471,0.5903734359604639
472,0.5804219151407424
473,0.5706381402943203
474,0.5610192838421705
475,0.5515625658678297
476,0.5422652533139831
477,0.5331246591925921
478,0.5241381418083354
479,0.5153031039951417
480,0.5066169923655895
481,0.4980772965729616
482,0.48968154858573615
483,0.48142732197430915
484,0.4733122312097393
485,0.4653339309743134
486,0.45749011548373314
487,0.44977851782072775
488,0.44219690927989863
489,0.4347430987236084
490,0.42741493194872665
491,0.4202102910640503
492,0.4131270938782182
493,0.4061632932979437
494,0.3993168767363899
495,0.39258586553151836
496,0.3859683143742421
497,0.37946231074621756
498,0.37306597436711336
499,0.3667774566511966
500,0.3605949401730783
501,0.3545166381424649
502,0.348540793887764
503,0.3426656803483928
504,0.33688959957564707
505,0.331210882241981
506,0.32562788715856034
507,0.3201390008009476
508,0.31474263684278186
509,0.30943723569731985
510,0.304221264066704
511,0.29909321449882925
512,0.2940516049516783
513,0.28909497836500186
514,0.28422190223921745
515,0.2794309682214073
516,0.2747207916982947
517,0.27009001139608096
518,0.2655372889870278
519,0.26106130870267125
520,0.2566607769535559
521,0.25233442195537764
522,0.24808099336142997
523,0.24389926190124483
524,0.23978801902532465
525,0.23574607655586352
526,0.23177226634335513
527,0.22786543992898983
528,0.22402446821274175
529,0.22024824112705108
530,0.21653566731600707
531,0.21288567381993811
532,0.20929720576531952
533,0.20576922605990705
534,0.2023007150930107
535,0.1988906704408196
536,0.1955381065766949
537,0.1922420545863455
538,0.18900156188780512
539,0.18581569195612965
540,0.1826835240527346
541,0.17960415295929566
542,0.17657668871613383
543,0.1736002563650113
544,0.17067399569626213
545,0.16779706100018585
546,0.16496862082263145
547,0.16218785772470112
548,0.15945396804650516
549,0.1567661616748982
550,0.1541236618151314
551,0.151525704766353
552,0.1489715397008938
553,0.14646042844727247
554,0.14399164527685895
555,0.14156447669413402
556,0.1391782212304837
557,0.13683218924147036
558,0.1345257027075204
559,0.13225809503797206
560,0.1300287108784259
561,0.12783690592134303
562,0.12568204671983543
563,0.12356351050459588
564,0.12148068500391276
565,0.11943296826671962
566,0.11741976848862692
567,0.11544050384088674
568,0.11349460230223983
569,0.11158150149359779
570,0.10970064851551141
571,0.10785149978837898
572,0.1060335208953481
573,0.10424618642786522
574,0.10248897983382912
575,0.10076139326830368
576,0.09906292744674727
577,0.09739309150071584
578,0.09575140283599869
579,0.09413738699314529
580,0.09255057751034325
581,0.09099051578860767
582,0.08945675095924267
583,0.08794883975353733
584,0.08646634637465789
585,0.08500884237169952
586,0.0835759065158609
587,0.08216712467870625
588,0.08078208971247929
589,0.07942040133243469
590,0.07808166600115313
591,0.07676549681480604
592,0.07547151339133784
593,0.07419934176053282
594,0.07294861425593513
595,0.07171896940859077
596,0.0705100518425803
597,0.0693215121723129
598,0.06815300690155142
599,0.0670041983241397
600,0.06587475442640295
601,0.06476434879119362
602,0.06367266050355457
603,0.06259937405797229
604,0.06154417926719386
605,0.06050677117258039
606,0.05948684995597202
607,0.05848412085303833
608,0.057498294068089456
609,0.05652908469032304
610,0.05557621261148306
611,0.054639402444906594
612,0.053718383445935144
613,0.05281288943366762
614,0.05192265871403207
615,0.051047434004154395
616,0.050186962358001734
617,0.04934099509327932
618,0.04850928771955963
619,0.047691599867622836
620,0.046887695219988486
621,0.0460973414426181
622,0.04532031011776909
623,0.04455637667798028
624,0.04380532034117049
625,0.04306692404683092
626,0.04234097439329313
627,0.04162726157605457
628,0.04092557932714349
629,0.04023572485550614
630,0.03955749878839871
631,0.038890705113767285
632,0.03823515112359889
633,0.037590647358227626
634,0.03695700755157944
635,0.03633404857733998
636,0.035721590396029824
637,0.03511945600297177
638,0.034527471377135265
639,0.033945465430843126
640,0.033373269960326066
641,0.032810719597110516
642,0.032257651760226075
643,0.03171390660921845
644,0.031179326997954424
645,0.030653758429205633
646,0.030137049009997648
647,0.029629049407711945
648,0.029129612806927697
649,0.028638594866991152
650,0.028155853680300096
651,0.02768124973129162
652,0.027214645856121145
653,0.02675590720302111
654,0.026304901193327897
655,0.025861497483165623
656,0.025425567925775893
657,0.024996986534482492
658,0.024575629446280327
659,0.024161374886038228
660,0.023754103131304997
661,0.02335369647770884
662,0.022960039204939973
663,0.022573017543306668
664,0.022192519640854974
665,0.021818435531042762
666,0.021450657100958614
667,0.021089078060076434
668,0.02073359390953678
669,0.020384101911945913
670,0.020040501061684014
671,0.019702692055713834
672,0.01937057726488146
673,0.019044060705700774
674,0.018723048012613555
675,0.018407446410717215
676,0.018097164688952158
677,0.017792113173741214
678,0.017492203703073247
679,0.017197349601023836
680,0.01690746565270528
681,0.01662246807963884
682,0.016342274515542307
683,0.01606680398252544
684,0.015795976867686898
685,0.015529714900105502
686,0.015267941128219376
687,0.015010579897586472
688,0.014757556829019875
689,0.014508798797091669
690,0.014264233908999256
691,0.014023791483787743
692,0.013787402031922743
693,0.013554997235207374
694,0.013326509927037785
695,0.013101874072991637
696,0.012881024751743584
697,0.012663898136302655
698,0.012450431475565764
699,0.012240563076182176
700,0.012034232284723775
701,0.011831379470155714
702,0.01163194600660271
703,0.011435874256405718
704,0.011243107553464221
705,0.011053590186859403
706,0.01086726738475323
707,0.010684085298559066
708,0.010503990987379034
709,0.010326932402703702
710,0.010152858373369754
711,0.009981718590771141
712,0.009813463594319513
713,0.009648044757149836
714,0.009485414272066808
715,0.009325525137728318
716,0.009168331145061697
717,0.009013786863908954
718,0.0088618476298972
719,0.008712469531530272
720,0.008565609397498054
721,0.008421224784199648
722,0.008279273963476861
723,0.008139715910554518
724,0.008002510292183965
725,0.007867617454986528
726,0.007734998413993389
727,0.00760461484137864
728,0.007476429055382312
729,0.007350404009420068
730,0.0072265032813764556
731,0.007104691063078717
732,0.006984932149947921
733,0.006867191930824638
734,0.006751436377966058
735,0.006637632037211716
736,0.0065257460183150515
737,0.006415745985437848
738,0.006307600147804993
739,0.006201277250516705
740,0.006096746565515633
741,0.005993977882706273
742,0.005892941501223998
743,0.005793608220851335
744,0.005695949333578887
745,0.005599936615308504
746,0.00550554231769635
