Wavelength,Absorption
747,0.005412739160133407
748,0.005321500321861222
749,0.005231799434220503
750,0.005143610573030379
751,0.0050569082510961635
752,0.004971667410843362
753,0.004887863417075843
754,0.004805472049856126
755,0.004724469497505623
756,0.004644832349722916
757,0.004566537590818015
758,0.004489562593060646
759,0.004413885110140705
760,0.004339483270738895
761,0.004266335572205785
762,0.0041944208743473835
763,0.004123718393315464
764,0.004054207695600917
765,0.0039858686921282905
766,0.003918681632449934
767,0.003852627099037973
768,0.0037876860016724944
769,0.003723839571924367
770,0.0036610693577310053
771,0.0035993572180636215
772,0.0035386853176843287
773,0.003479036121991625
774,0.0034203923919527922
775,0.003362737179121682
776,0.0033060538207404914
777,0.0032503259349241295
778,0.003195537415925715
779,0.0031416724294819243
780,0.0030887154082367687
781,0.003036651047242515
782,0.002985464299536465
783,0.0029351403717922586
784,0.002885664720044519
785,0.0028370230454855348
786,0.0027892012903328006
787,0.002742185633766235
788,0.0026959624879338505
789,0.002650518494024783
790,0.0026058405184084983
791,0.0025619156488390733
792,0.0025187311907234828
793,0.0024762746634527577
794,0.002434533796795014
795,0.0023934965273492677
796,0.0023531509950590187
797,0.0023134855397846273
798,0.0022744886979334422
799,0.002236149199146742
800,0.0021984559630425313
