Wavelength,Backscatter
767,0.01630922310631171
768,0.01629010949059456
769,0.016271043102748326
770,0.01625202376489026
771,0.016233051300037448
772,0.016214125532101126
773,0.016195246285881006
774,0.016176413387059635
775,0.01615762666219685
776,0.016138885938724198
777,0.016120191044939457
778,0.016101541810001188
779,0.016082938063923306
780,0.016064379637569702
781,0.01604586636264893
782,0.0160273980717089
783,0.01600897459813163
784,0.015990595776128026
785,0.015972261440732712
786,0.015953971427798898
787,0.01593572557399328
788,0.01591752371679097
789,0.015899365694470508
790,0.01588125134610883
791,0.015863180511576376
792,0.01584515303153212
793,0.015827168747418765
794,0.015809227501457846
795,0.01579132913664496
796,0.015773473496745002
797,0.01575566042628742
798,0.01573788977056153
799,0.015720161375611864
800,0.01570247508823351
